"","vehicle","model","region","season","month","year","distance","efficiency","kwh"
"4846","024139ba","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",6,2019,2239,5.9,379.5
"4847","ea7b4119","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2019,1129,6.7,168.5
"4848","ea7b4119","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2019,1741,6.8,256
"4849","ea7b4119","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2019,930,7.1,131
"4850","ea7b4119","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",9,2019,1456,7.1,205.1
"4851","ea7b4119","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",10,2019,1135,7.3,155.5
"4852","ea7b4119","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",11,2019,1185,7.5,158
"4853","ea7b4119","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",12,2019,1167,7.4,157.7
"4854","ea7b4119","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",1,2020,2370,7.7,307.8
"4855","ea7b4119","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",4,2020,179,6.7,26.7
"4856","ea7b4119","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",5,2020,1116,6.9,161.7
"4857","ea7b4119","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2020,1606,6.4,250.9
"4858","ea7b4119","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",10,2020,1222,7,174.6
"4859","ea7b4119","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",3,2021,1210,6.9,175.4
"4860","ea7b4119","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",4,2021,1034,6.6,156.7
"4861","ea7b4119","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",5,2021,1150,6.1,188.5
"4862","ea7b4119","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2021,820,6.1,134.4
"4863","ea7b4119","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2021,903,6,150.5
"4864","ea7b4119","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",12,2021,1371,6.7,204.6
"4865","5eafa602","Nissan Leaf (30 kWh)","Auckland","Winter",7,2017,1256,7,179.4
"4866","5eafa602","Nissan Leaf (30 kWh)","Auckland","Winter",8,2017,1526,6,254.3
"4867","5eafa602","Nissan Leaf (30 kWh)","Auckland","Spring",9,2017,1332,6.1,218.4
"4868","5eafa602","Nissan Leaf (30 kWh)","Auckland","Spring",10,2017,1318,6.5,202.8
"4869","5eafa602","Nissan Leaf (30 kWh)","Auckland","Spring",11,2017,2456,6.3,389.8
"4870","5eafa602","Nissan Leaf (30 kWh)","Auckland","Summer",12,2017,715,6.7,106.7
"4871","5eafa602","Nissan Leaf (30 kWh)","Auckland","Summer",1,2018,1261,6.2,203.4
"4872","5eafa602","Nissan Leaf (30 kWh)","Auckland","Summer",2,2018,1512,6.1,247.9
"4873","5eafa602","Nissan Leaf (30 kWh)","Auckland","Autumn",3,2018,1167,5.7,204.7
"4874","5eafa602","Nissan Leaf (30 kWh)","Auckland","Autumn",4,2018,975,6,162.5
"4875","5eafa602","Nissan Leaf (30 kWh)","Auckland","Autumn",5,2018,1390,5.8,239.7
"4876","5eafa602","Nissan Leaf (30 kWh)","Auckland","Winter",6,2018,1354,5.7,237.5
"4877","5eafa602","Nissan Leaf (30 kWh)","Auckland","Winter",7,2018,1323,6,220.5
"4878","5eafa602","Nissan Leaf (30 kWh)","Auckland","Winter",8,2018,1730,5.9,293.2
"4879","5eafa602","Nissan Leaf (30 kWh)","Auckland","Spring",9,2018,1110,5.9,188.1
"4880","5eafa602","Nissan Leaf (30 kWh)","Auckland","Spring",10,2018,2788,6.1,457
"4881","5eafa602","Nissan Leaf (30 kWh)","Auckland","Spring",11,2018,1222,6.2,197.1
"4882","5eafa602","Nissan Leaf (30 kWh)","Auckland","Winter",7,2019,1273,5.5,231.5
"4883","5eafa602","Nissan Leaf (30 kWh)","Auckland","Winter",8,2019,1042,5.8,179.7
"4884","5eafa602","Nissan Leaf (30 kWh)","Auckland","Winter",7,2020,801,5.4,148.3
"4885","5eafa602","Nissan Leaf (30 kWh)","Auckland","Winter",7,2022,496,5.6,88.6
"4886","3943b948","BMW i3","Auckland","Winter",6,2019,1328,7.8,170.3
"4887","6b0c6d12","Nissan Leaf (30 kWh)","Coromandel","Autumn",4,2018,2595,6.9,376.1
"4888","6b0c6d12","Nissan Leaf (30 kWh)","Coromandel","Autumn",5,2018,2991,6.9,433.5
"4889","6b0c6d12","Nissan Leaf (30 kWh)","Coromandel","Winter",6,2018,2163,6.4,338
"4890","6b0c6d12","Nissan Leaf (30 kWh)","Coromandel","Winter",7,2018,2319,6.4,362.3
"4891","6b0c6d12","Nissan Leaf (30 kWh)","Coromandel","Winter",8,2018,1795,6.8,264
"4892","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2018,1246,7.5,166.1
"4893","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",9,2018,943,7.3,129.2
"4894","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",10,2018,804,7.8,103.1
"4895","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",11,2018,1208,8.1,149.1
"4896","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",12,2018,631,8.3,76
"4897","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",1,2019,737,7.8,94.5
"4898","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",2,2019,926,8.3,111.6
"4899","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",3,2019,641,8,80.1
"4900","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",4,2019,901,7.8,115.5
"4901","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",5,2019,1190,7.5,158.7
"4902","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2019,1326,7.1,186.8
"4903","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2019,1316,7,188
"4904","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2019,1146,7,163.7
"4905","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",11,2019,851,8,106.4
"4906","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",12,2019,313,9.2,34
"4907","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",1,2020,867,8.1,107
"4908","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",2,2020,909,8.1,112.2
"4909","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",3,2020,925,7.9,117.1
"4910","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",4,2020,195,7.7,25.3
"4911","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",5,2020,513,7.3,70.3
"4912","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2020,1156,6.9,167.5
"4913","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2020,1329,7.2,184.6
"4914","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2020,1034,6.9,149.9
"4915","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",2,2021,644,7.3,88.2
"4916","2b7c01bd","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",3,2021,829,7,118.4
"4917","5cfb5d8c","Nissan Leaf (24 kWh) 2011-2012","Coastal Otago","Summer",2,2018,794,4.9,162
"4918","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Autumn",5,2018,1084,6.9,157.1
"4919","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Winter",6,2018,1038,6.8,152.6
"4920","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Winter",7,2018,1028,6.5,158.2
"4921","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Winter",8,2018,925,7,132.1
"4922","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Spring",10,2018,975,7.4,131.8
"4923","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Spring",11,2018,613,8.1,75.7
"4924","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Summer",12,2018,893,7.3,122.3
"4925","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Summer",1,2019,964,7.1,135.8
"4926","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Summer",2,2019,2009,6.3,318.9
"4927","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Autumn",3,2019,914,6.8,134.4
"4928","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Autumn",4,2019,1200,6.5,184.6
"4929","3205c4c0","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Winter",7,2019,1347,6.5,207.2
"4930","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Winter",8,2018,674,6.7,100.6
"4931","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Spring",9,2018,666,6.9,96.5
"4932","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Spring",10,2018,549,7.04,78
"4933","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Spring",11,2018,436,7.09,61.5
"4934","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Summer",12,2018,793,6.94,114.3
"4935","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Summer",1,2019,895,6.8,131.6
"4936","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Summer",2,2019,302,7,43.1
"4937","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Autumn",3,2019,794,7.04,112.8
"4938","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Autumn",4,2019,766,7.09,108
"4939","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Autumn",5,2019,584,7.14,81.8
"4940","1bd94fb5","Nissan Leaf (30 kWh)","Manawatu","Winter",6,2019,698,7.1,98.3
"4941","1111bb81","Renault Zoe","Auckland","Autumn",5,2018,685,6.9,99.3
"4942","1111bb81","Renault Zoe","Auckland","Winter",6,2018,684,6.5,105.2
"4943","1111bb81","Renault Zoe","Auckland","Winter",7,2018,608,6.6,92.1
"4944","1111bb81","Renault Zoe","Auckland","Winter",8,2018,729,6.9,105.7
"4945","1111bb81","Renault Zoe","Auckland","Spring",9,2018,511,6.9,74.1
"4946","1111bb81","Renault Zoe","Auckland","Spring",10,2018,709,6.9,102.8
"4947","1111bb81","Renault Zoe","Auckland","Spring",11,2018,700,6.8,102.9
"4948","1111bb81","Renault Zoe","Auckland","Summer",12,2018,813,6.6,123.2
"4949","1111bb81","Renault Zoe","Auckland","Summer",1,2019,560,5.9,94.9
"4950","1111bb81","Renault Zoe","Auckland","Summer",2,2019,802,5.7,140.7
"4951","d5922188","Renault Zoe","Christchurch","Summer",12,2017,68,6.2,11
"4952","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",1,2017,1519,8.2,185.2
"4953","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",2,2017,1161,8.6,135
"4954","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Autumn",3,2017,1163,8.6,135.2
"4955","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Autumn",4,2017,1147,8.4,136.5
"4956","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Autumn",5,2017,989,8.2,120.6
"4957","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",6,2017,1084,7.9,137.2
"4958","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",7,2017,777,6.8,114.3
"4959","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",8,2017,850,7.1,119.7
"4960","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",9,2017,1047,8.2,127.7
"4961","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",10,2017,825,8.4,98.2
"4962","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",11,2017,911,9.1,100.1
"4963","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",12,2017,1343,8.8,152.6
"4964","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",1,2018,700,8.7,80.5
"4965","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Autumn",3,2018,804,8.7,92.4
"4966","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",7,2018,1170,6.9,169.6
"4967","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",8,2018,761,7.7,98.8
"4968","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",9,2018,974,8.2,118.8
"4969","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",11,2018,1079,9,119.9
"4970","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",1,2019,900,8.7,103.4
"4971","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",6,2019,770,7.1,108.5
"4972","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",7,2019,800,6.9,115.9
"4973","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",8,2019,800,7.2,111.1
"4974","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",9,2019,950,8,118.8
"4975","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",10,2019,780,8.6,90.7
"4976","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",11,2019,559,9.2,60.8
"4977","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",2,2020,613,8.9,68.9
"4978","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Autumn",5,2020,506,8.2,61.7
"4979","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",12,2020,975,9.3,104.8
"4980","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",2,2021,1551,8.8,176.2
"4981","66c823d5","Nissan Leaf (24 kWh) 2013-2016","Nelson","Autumn",3,2021,890,9.7,91.8
"4982","9606ab3a","BMW i3","Central Otago","Winter",7,2019,2906,5.7,509.8
"4983","9606ab3a","BMW i3","Central Otago","Winter",8,2019,2199,6.1,360.5
"4984","9606ab3a","BMW i3","Central Otago","Spring",9,2019,1951,6.5,300.2
"4985","9606ab3a","BMW i3","Central Otago","Spring",10,2019,2689,6.7,401.3
"4986","9606ab3a","BMW i3","Central Otago","Summer",1,2020,2255,7.3,308.9
"4987","9606ab3a","BMW i3","Central Otago","Summer",2,2020,3576,6.8,525.9
"4988","9606ab3a","BMW i3","Central Otago","Autumn",3,2020,2254,6.5,346.8
"4989","9606ab3a","BMW i3","Central Otago","Autumn",4,2020,491,6.8,72.2
"4990","9606ab3a","BMW i3","Central Otago","Autumn",5,2020,1624,5.8,280
"4991","9606ab3a","BMW i3","Central Otago","Winter",6,2020,2467,5.5,448.5
"4992","9606ab3a","BMW i3","Central Otago","Winter",7,2020,2288,5.4,423.7
"4993","9606ab3a","BMW i3","Central Otago","Winter",8,2020,3079,6.2,496.6
"4994","9606ab3a","BMW i3","Central Otago","Spring",9,2020,3217,6.2,518.9
"4995","9606ab3a","BMW i3","Central Otago","Spring",10,2020,3220,6.7,480.6
"4996","9606ab3a","BMW i3","Central Otago","Spring",11,2020,1344,7.1,189.3
"4997","9606ab3a","BMW i3","Central Otago","Summer",1,2021,1919,6.7,286.4
"4998","9606ab3a","BMW i3","Central Otago","Summer",2,2021,2434,6.9,352.8
"4999","9606ab3a","BMW i3","Central Otago","Autumn",3,2021,2814,6.6,426.4
"5000","9606ab3a","BMW i3","Central Otago","Autumn",4,2021,2297,6.6,348
"5001","9606ab3a","BMW i3","Central Otago","Autumn",5,2021,2396,6,399.3
"5002","9606ab3a","BMW i3","Central Otago","Winter",6,2021,1427,5.5,259.5
"5003","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",2,2018,1135,6.8,166.9
"5004","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",11,2018,895,6.6,135.6
"5005","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",2,2019,684,6.9,99.1
"5006","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",3,2019,727,6.8,106.9
"5007","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2019,923,6.7,137.8
"5008","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2019,538,6.7,80.3
"5009","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",6,2019,904,6.1,148.2
"5010","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",7,2019,448,6.1,73.4
"5011","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2019,1248,6.1,204.6
"5012","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",9,2019,561,6.1,92
"5013","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",10,2019,411,6.4,64.2
"5014","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",11,2019,588,6.4,91.9
"5015","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",12,2019,872,7.1,122.8
"5016","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",1,2020,979,7,139.9
"5017","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",2,2020,412,7,58.9
"5018","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",3,2020,779,6.9,112.9
"5019","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2020,466,6.7,69.6
"5020","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2020,521,6.5,80.2
"5021","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",6,2020,523,6.4,81.7
"5022","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",7,2020,941,6.4,147
"5023","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2020,589,6.3,93.5
"5024","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2021,692,6.6,104.8
"5025","5b6a8d9c","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2021,629,6.4,98.3
"5026","356d4502","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",9,2017,543,8,67.9
"5027","356d4502","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",10,2017,830,8.2,101.2
"5028","356d4502","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",11,2017,845,8.3,101.8
"5029","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",8,2017,1393,7.3,190.8
"5030","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",9,2017,1243,7.4,168
"5031","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",10,2017,1216,7.5,162.1
"5032","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",11,2017,1397,7.2,194
"5033","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",12,2017,1238,7.6,162.9
"5034","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",1,2018,1204,7.6,158.4
"5035","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",2,2018,1403,7.2,194.9
"5036","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",3,2018,1455,7.6,191.4
"5037","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",4,2018,675,7.1,95.1
"5038","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",5,2018,1540,6.9,223.2
"5039","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",6,2018,1201,6.8,176.6
"5040","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",9,2018,835,7.3,114.4
"5041","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",10,2018,2219,6.8,326.3
"5042","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",1,2019,1097,7.9,138.9
"5043","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",4,2019,1048,7.4,141.6
"5044","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",5,2019,1174,7.1,165.4
"5045","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",6,2019,1232,6.9,178.6
"5046","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",7,2019,1158,6.8,170.3
"5047","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",8,2019,977,6.6,148
"5048","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",9,2019,954,7.2,132.5
"5049","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",10,2019,1074,7.1,151.3
"5050","d4fa4d3f","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",11,2019,788,7.6,103.7
"5051","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Winter",6,2018,4268,6.2,688.4
"5052","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Winter",7,2018,1058,6.2,170.6
"5053","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Winter",8,2018,3210,6.6,486.4
"5054","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Spring",9,2018,3021,7,431.6
"5055","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Spring",10,2018,2426,7.1,341.7
"5056","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Spring",11,2018,3441,7,491.6
"5057","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Summer",12,2018,2521,7.3,345.3
"5058","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Summer",1,2019,2005,7.3,274.7
"5059","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Summer",2,2019,2759,7.3,377.9
"5060","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Autumn",3,2019,3047,7.4,411.8
"5061","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Autumn",4,2019,2658,7.1,374.4
"5062","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Autumn",5,2019,3559,6.9,515.8
"5063","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Winter",6,2019,3560,6.7,531.3
"5064","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Winter",7,2019,2673,6.7,399
"5065","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Winter",8,2019,3361,6.8,494.3
"5066","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Spring",9,2019,3302,6.9,478.6
"5067","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Spring",10,2019,2274,7.1,320.3
"5068","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Spring",11,2019,2983,7.3,408.6
"5069","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Summer",12,2019,2401,7.2,333.5
"5070","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Summer",1,2020,1687,6.8,248.1
"5071","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Summer",2,2020,2244,7.1,316.1
"5072","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Autumn",3,2020,1865,7.3,255.5
"5073","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Autumn",4,2020,1008,7.2,140
"5074","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Autumn",5,2020,1305,6.6,197.7
"5075","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Winter",6,2020,1780,6.4,278.1
"5076","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Winter",7,2020,915,6.1,150
"5077","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Winter",8,2020,915,6.1,150
"5078","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Spring",9,2020,915,6.1,150
"5079","6f63e55a","Nissan Leaf (24 kWh) 2011-2012","Waikato","Spring",10,2020,916,6.1,150.2
"5080","51417bfa","Nissan Leaf (30 kWh)","Bay of Plenty","Winter",6,2017,337,6,56.2
"5081","51417bfa","Nissan Leaf (30 kWh)","Bay of Plenty","Winter",7,2017,108,6,18
"5082","51417bfa","Nissan Leaf (30 kWh)","Bay of Plenty","Winter",8,2017,250,6,41.7
"5083","51417bfa","Nissan Leaf (30 kWh)","Bay of Plenty","Spring",9,2017,243,6,40.5
"5084","51417bfa","Nissan Leaf (30 kWh)","Bay of Plenty","Spring",10,2017,899,6,149.8
"5085","51417bfa","Nissan Leaf (30 kWh)","Bay of Plenty","Spring",11,2017,428,6,71.3
"5086","51417bfa","Nissan Leaf (30 kWh)","Bay of Plenty","Summer",12,2017,351,6.1,57.5
"5087","51417bfa","Nissan Leaf (30 kWh)","Bay of Plenty","Summer",1,2018,425,6.1,69.7
"5088","51417bfa","Nissan Leaf (30 kWh)","Bay of Plenty","Summer",2,2018,532,6.2,85.8
"5089","51417bfa","Nissan Leaf (30 kWh)","Bay of Plenty","Autumn",3,2018,827,6.3,131.3
"5090","51417bfa","Nissan Leaf (30 kWh)","Bay of Plenty","Autumn",4,2018,240,6.5,36.9
"5091","51417bfa","Nissan Leaf (30 kWh)","Bay of Plenty","Autumn",5,2018,294,6.2,47.4
"5092","51417bfa","Nissan Leaf (30 kWh)","Bay of Plenty","Winter",6,2018,239,5.8,41.2
"5093","51417bfa","Nissan Leaf (30 kWh)","Bay of Plenty","Winter",7,2018,644,5.6,115
"5094","51417bfa","Nissan Leaf (30 kWh)","Bay of Plenty","Winter",8,2018,251,6.1,41.1
