"","vehicle","model","region","season","month","year","distance","efficiency","kwh"
"17880","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",7,2019,1029,6.9,149.1
"17881","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",8,2019,698,6.9,101.2
"17882","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",9,2019,835,6.9,121
"17883","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",12,2019,958,7,136.9
"17884","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",1,2020,546,7.1,76.9
"17885","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",2,2020,619,7.1,87.2
"17886","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",3,2020,662,7.1,93.2
"17887","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",4,2020,359,7.1,50.6
"17888","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",5,2020,551,7.1,77.6
"17889","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",6,2020,658,7.1,92.7
"17890","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",7,2020,464,7.1,65.4
"17891","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",8,2020,664,7.1,93.5
"17892","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",9,2020,638,7.1,89.9
"17893","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",10,2020,705,7.1,99.3
"17894","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",11,2020,535,7.1,75.4
"17895","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",12,2020,622,7.1,87.6
"17896","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",1,2021,808,7.2,112.2
"17897","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",2,2021,463,7.2,64.3
"17898","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",3,2021,621,7.2,86.2
"17899","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",4,2021,550,7.2,76.4
"17900","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",5,2021,728,7.2,101.1
"17901","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",6,2021,729,7.2,101.2
"17902","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",7,2021,504,7.1,71
"17903","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",8,2021,513,6.8,75.4
"17904","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",9,2021,607,7.1,85.5
"17905","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",10,2021,609,7.3,83.4
"17906","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",11,2021,465,7.4,62.8
"17907","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",12,2021,729,7.5,97.2
"17908","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",3,2022,453,7.6,59.6
"17909","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",4,2022,405,7.6,53.3
"17910","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",5,2022,375,7.6,49.3
"17911","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",6,2022,377,7.5,50.3
"17912","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",7,2022,445,7.4,60.1
"17913","00ce5be8","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",12,2022,492,7.5,65.6
"17914","e639caac","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Winter",8,2018,514,8.3,61.9
"17915","e639caac","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Spring",9,2018,276,9.2,30
"17916","e639caac","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Spring",10,2018,352,7.6,46.3
"17917","e639caac","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Spring",11,2018,342,7.6,45
"17918","e639caac","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Summer",12,2018,351,9.9,35.5
"17919","e639caac","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Summer",1,2019,316,9.4,33.6
"17920","e639caac","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Summer",2,2019,304,10.6,28.7
"17921","e639caac","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Autumn",3,2019,177,10.8,16.4
"17922","e639caac","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Autumn",4,2019,314,10.4,30.2
"17923","e639caac","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Autumn",5,2019,339,8.7,39
"17924","e639caac","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Winter",6,2019,289,8.3,34.8
"17925","e639caac","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Winter",7,2019,264,8.6,30.7
"17926","e639caac","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Winter",8,2019,282,7.5,37.6
"17927","e639caac","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Spring",9,2019,321,7.8,41.2
"17928","e639caac","Nissan Leaf (24 kWh) 2013-2016","Bay of Plenty","Spring",10,2019,142,8.6,16.5
"17929","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",12,2018,842,6.8,123.8
"17930","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",1,2019,579,6.7,86.4
"17931","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",2,2019,719,7,102.7
"17932","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",3,2019,604,7,86.3
"17933","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2019,533,6.8,78.4
"17934","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2019,832,6.9,120.6
"17935","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",6,2019,597,6.5,91.8
"17936","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",7,2019,657,6.5,101.1
"17937","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2019,454,6.6,68.8
"17938","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",9,2019,946,6.4,147.8
"17939","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",10,2019,674,6.3,107
"17940","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",11,2019,906,6.7,135.2
"17941","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",12,2019,999,6.7,149.1
"17942","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",1,2020,846,7,120.9
"17943","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",2,2020,658,7.3,90.1
"17944","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",3,2020,543,7.8,69.6
"17945","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2020,266,8,33.2
"17946","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2020,536,6.9,77.7
"17947","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",6,2020,475,6.6,72
"17948","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",7,2020,749,6.7,111.8
"17949","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2020,805,6.9,116.7
"17950","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",9,2020,459,7.2,63.8
"17951","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",10,2020,817,6.9,118.4
"17952","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",11,2020,281,7.5,37.5
"17953","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",12,2020,514,7.1,72.4
"17954","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",1,2021,770,7.5,102.7
"17955","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",2,2021,832,7.8,106.7
"17956","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",3,2021,710,7.4,95.9
"17957","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2021,984,7.9,124.6
"17958","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",7,2021,617,6.2,99.5
"17959","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2021,413,6.5,63.5
"17960","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",9,2021,477,6.8,70.1
"17961","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",10,2021,448,6.2,72.3
"17962","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",11,2021,490,7,70
"17963","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",12,2021,361,6.6,54.7
"17964","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",1,2022,427,7.3,58.5
"17965","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",2,2022,425,7.6,55.9
"17966","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",3,2022,457,7.5,60.9
"17967","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2022,373,6.7,55.7
"17968","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2022,324,6.6,49.1
"17969","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",6,2022,383,6.4,59.8
"17970","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",7,2022,342,6.4,53.4
"17971","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2022,506,6.5,77.8
"17972","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",9,2022,321,6.6,48.6
"17973","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",10,2022,616,7,88
"17974","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",11,2022,500,7.5,66.7
"17975","01c1369a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",12,2022,704,7.1,99.2
"17976","83e3fc9a","Nissan Leaf (24 kWh) 2011-2012","Auckland","Winter",7,2018,652,6.4,101.9
"17977","83e3fc9a","Nissan Leaf (24 kWh) 2011-2012","Auckland","Winter",8,2018,629,6.2,101.5
"17978","83e3fc9a","Nissan Leaf (24 kWh) 2011-2012","Auckland","Spring",9,2018,631,6.6,95.6
"17979","83e3fc9a","Nissan Leaf (24 kWh) 2011-2012","Auckland","Spring",10,2018,635,6.8,93.4
"17980","83e3fc9a","Nissan Leaf (24 kWh) 2011-2012","Auckland","Spring",11,2018,897,7,128.1
"17981","83e3fc9a","Nissan Leaf (24 kWh) 2011-2012","Auckland","Summer",12,2018,617,6.8,90.7
"17982","83e3fc9a","Nissan Leaf (24 kWh) 2011-2012","Auckland","Summer",1,2019,548,7.2,76.1
"17983","83e3fc9a","Nissan Leaf (24 kWh) 2011-2012","Auckland","Summer",2,2019,1011,7.3,138.5
"17984","83e3fc9a","Nissan Leaf (24 kWh) 2011-2012","Auckland","Autumn",3,2019,861,6.8,126.6
"17985","83e3fc9a","Nissan Leaf (24 kWh) 2011-2012","Auckland","Autumn",4,2019,801,6.7,119.6
"17986","83e3fc9a","Nissan Leaf (24 kWh) 2011-2012","Auckland","Autumn",5,2019,873,6.6,132.3
"17987","bfdac6d9","Renault Zoe","Far North","Winter",8,2018,1053,6.3,167.1
"17988","bfdac6d9","Renault Zoe","Far North","Spring",9,2018,1998,7.2,277.5
"17989","bfdac6d9","Renault Zoe","Far North","Spring",10,2018,1214,7.2,168.6
"17990","bfdac6d9","Renault Zoe","Far North","Spring",11,2018,1520,6.9,220.3
"17991","bfdac6d9","Renault Zoe","Far North","Summer",12,2018,1941,7.2,269.6
"17992","bfdac6d9","Renault Zoe","Far North","Summer",1,2019,1241,7.1,174.8
"17993","bfdac6d9","Renault Zoe","Far North","Summer",2,2019,106,7.1,14.9
"17994","bfdac6d9","Renault Zoe","Far North","Autumn",3,2019,616,7.3,84.4
"17995","bfdac6d9","Renault Zoe","Far North","Autumn",4,2019,1024,7.3,140.3
"17996","bfdac6d9","Renault Zoe","Far North","Autumn",5,2019,932,7.3,127.7
"17997","bfdac6d9","Renault Zoe","Far North","Winter",6,2019,928,7,132.6
"17998","bfdac6d9","Renault Zoe","Far North","Winter",7,2019,932,6.8,137.1
"17999","bfdac6d9","Renault Zoe","Far North","Winter",8,2019,1710,6.8,251.5
"18000","bfdac6d9","Renault Zoe","Far North","Spring",9,2019,740,7.4,100
"18001","bfdac6d9","Renault Zoe","Far North","Spring",10,2019,1021,7.3,139.9
"18002","bfdac6d9","Renault Zoe","Far North","Spring",11,2019,1287,7.5,171.6
"18003","bfdac6d9","Renault Zoe","Far North","Summer",12,2019,939,7.7,121.9
"18004","bfdac6d9","Renault Zoe","Far North","Summer",1,2020,1297,7,185.3
"18005","bfdac6d9","Renault Zoe","Far North","Summer",2,2020,1725,7.1,243
"18006","bfdac6d9","Renault Zoe","Far North","Autumn",3,2020,2800,6.7,417.9
"18007","bfdac6d9","Renault Zoe","Far North","Autumn",4,2020,56,6.5,8.6
"18008","bfdac6d9","Renault Zoe","Far North","Autumn",5,2020,790,6.3,125.4
"18009","bfdac6d9","Renault Zoe","Far North","Winter",6,2020,1365,7.1,192.3
"18010","bfdac6d9","Renault Zoe","Far North","Winter",7,2020,1145,6.8,168.4
"18011","bfdac6d9","Renault Zoe","Far North","Winter",8,2020,369,6.8,54.3
"18012","bfdac6d9","Renault Zoe","Far North","Spring",9,2020,1148,6.8,168.8
"18013","bfdac6d9","Renault Zoe","Far North","Spring",10,2020,466,7.3,63.8
"18014","bfdac6d9","Renault Zoe","Far North","Spring",11,2020,983,7.5,131.1
"18015","bfdac6d9","Renault Zoe","Far North","Summer",12,2020,1218,7.2,169.2
"18016","bfdac6d9","Renault Zoe","Far North","Summer",1,2021,421,7.2,58.5
"18017","bfdac6d9","Renault Zoe","Far North","Summer",2,2021,1491,7.2,207.1
"18018","bfdac6d9","Renault Zoe","Far North","Autumn",3,2021,1529,6.8,224.9
"18019","bfdac6d9","Renault Zoe","Far North","Autumn",4,2021,648,6.9,93.9
"18020","bfdac6d9","Renault Zoe","Far North","Autumn",5,2021,968,6.7,144.5
"18021","bfdac6d9","Renault Zoe","Far North","Winter",6,2021,181,6.4,28.3
"18022","bfdac6d9","Renault Zoe","Far North","Winter",7,2021,109,6,18.2
"18023","bfdac6d9","Renault Zoe","Far North","Winter",8,2021,652,6.6,98.8
"18024","bfdac6d9","Renault Zoe","Far North","Spring",9,2021,179,6.4,28
"18025","bfdac6d9","Renault Zoe","Far North","Spring",10,2021,510,7.1,71.8
"18026","bfdac6d9","Renault Zoe","Far North","Spring",11,2021,375,6.4,58.6
"18027","bfdac6d9","Renault Zoe","Far North","Summer",12,2021,153,6.4,23.9
"18028","bfdac6d9","Renault Zoe","Far North","Autumn",3,2022,227,7.2,31.5
"18029","bfdac6d9","Renault Zoe","Far North","Autumn",4,2022,899,7.2,124.9
"18030","bfdac6d9","Renault Zoe","Far North","Autumn",5,2022,1057,6.7,157.8
"18031","bfdac6d9","Renault Zoe","Far North","Winter",6,2022,702,6.8,103.2
"18032","bfdac6d9","Renault Zoe","Far North","Winter",7,2022,119,6,19.8
"18033","bfdac6d9","Renault Zoe","Far North","Winter",8,2022,472,6.6,71.5
"18034","bfdac6d9","Renault Zoe","Far North","Spring",9,2022,313,6.7,46.7
"18035","bfdac6d9","Renault Zoe","Far North","Spring",10,2022,159,6.5,24.5
"18036","87309c88","Nissan Leaf (24 kWh) 2011-2012","Auckland","Winter",6,2018,500,5.9,84.7
"18037","87309c88","Nissan Leaf (24 kWh) 2011-2012","Auckland","Winter",7,2018,1303,6.5,200.5
"18038","87309c88","Nissan Leaf (24 kWh) 2011-2012","Auckland","Winter",8,2018,813,6.5,125.1
"18039","87309c88","Nissan Leaf (24 kWh) 2011-2012","Auckland","Spring",9,2018,847,6.6,128.3
"18040","87309c88","Nissan Leaf (24 kWh) 2011-2012","Auckland","Spring",10,2018,906,6.7,135.2
"18041","87309c88","Nissan Leaf (24 kWh) 2011-2012","Auckland","Spring",11,2018,835,6.8,122.8
"18042","87309c88","Nissan Leaf (24 kWh) 2011-2012","Auckland","Summer",12,2018,557,6.9,80.7
"18043","87309c88","Nissan Leaf (24 kWh) 2011-2012","Auckland","Summer",1,2019,236,6.9,34.2
"18044","87309c88","Nissan Leaf (24 kWh) 2011-2012","Auckland","Summer",2,2019,654,7.6,86.1
"18045","87309c88","Nissan Leaf (24 kWh) 2011-2012","Auckland","Autumn",3,2019,686,7.4,92.7
"18046","87309c88","Nissan Leaf (24 kWh) 2011-2012","Auckland","Autumn",4,2019,1078,7.4,145.7
"18047","87309c88","Nissan Leaf (24 kWh) 2011-2012","Auckland","Autumn",5,2019,823,7.2,114.3
"18048","87309c88","Nissan Leaf (24 kWh) 2011-2012","Auckland","Winter",6,2019,1823,7,260.4
"18049","87309c88","Nissan Leaf (24 kWh) 2011-2012","Auckland","Winter",7,2019,1150,6.9,166.7
"18050","87309c88","Nissan Leaf (24 kWh) 2011-2012","Auckland","Winter",8,2019,1900,6.8,279.4
"18051","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2018,1203,6.5,185.1
"18052","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",9,2018,1151,6.6,174.4
"18053","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",10,2018,1184,7.2,164.4
"18054","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",11,2018,1653,7.5,220.4
"18055","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",12,2018,1526,7.8,195.6
"18056","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",1,2019,1544,8,193
"18057","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",2,2019,1454,7.8,186.4
"18058","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",3,2019,1225,7.8,157.1
"18059","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2019,1280,7.3,175.3
"18060","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2019,1188,7.1,167.3
"18061","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",6,2019,1262,6.1,206.9
"18062","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",7,2019,1661,6.3,263.7
"18063","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2019,1086,6.7,162.1
"18064","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",9,2019,1172,7.14,164.1
"18065","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",10,2019,1786,7.2,248.1
"18066","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",11,2019,1432,7.4,193.5
"18067","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",12,2019,1752,7.3,240
"18068","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",1,2020,1231,7.9,155.8
"18069","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",2,2020,1389,7.7,180.4
"18070","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",3,2020,1103,7.4,149.1
"18071","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2020,153,7.6,20.1
"18072","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2020,744,6.7,111
"18073","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",6,2020,1386,6.7,206.9
"18074","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",7,2020,1573,6.3,249.7
"18075","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2020,1244,7.3,170.4
"18076","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",9,2020,1317,7.1,185.5
"18077","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",10,2020,1481,7.6,194.9
"18078","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",11,2020,1258,7.6,165.5
"18079","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",12,2020,1265,7.6,166.4
"18080","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",1,2021,993,7.6,130.7
"18081","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",2,2021,1352,7.6,177.9
"18082","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",3,2021,1488,7.5,198.4
"18083","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2021,1361,7.3,186.4
"18084","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2021,1346,7,192.3
"18085","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",6,2021,1205,6.3,191.3
"18086","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",7,2021,1480,6.1,242.6
"18087","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2021,1208,6.2,194.8
"18088","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",9,2021,814,6.5,125.2
"18089","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",10,2021,1501,6.8,220.7
"18090","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",11,2021,1538,7.3,210.7
"18091","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",12,2021,1480,7.2,205.6
"18092","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",1,2022,1687,7.4,228
"18093","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",2,2022,1124,7.1,158.3
"18094","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",3,2022,1142,7,163.1
"18095","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2022,1319,7.1,185.8
"18096","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2022,1471,6.8,216.3
"18097","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",6,2022,843,6,140.5
"18098","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",7,2022,516,5.9,87.5
"18099","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2022,645,6,107.5
"18100","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",9,2022,935,6.9,135.5
"18101","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",10,2022,941,7,134.4
"18102","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",11,2022,842,7.1,118.6
"18103","6214d433","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",12,2022,769,7.1,108.3
"18104","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2018,2242,6.7,334.6
"18105","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",9,2018,1658,6.8,243.8
"18106","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",1,2019,2734,7.2,379.7
"18107","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",2,2019,1704,7.2,236.7
"18108","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",3,2019,1200,7.3,164.4
"18109","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2019,1777,7.3,243.4
"18110","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2019,1689,7.3,231.4
"18111","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",6,2019,1689,7.3,231.4
"18112","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",7,2019,1559,7.2,216.5
"18113","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2019,1526,7.2,211.9
"18114","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",9,2019,1270,7.2,176.4
"18115","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",10,2019,1570,7.3,215.1
"18116","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",11,2019,1922,7.3,263.3
"18117","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",12,2019,1503,7.3,205.9
"18118","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",1,2020,1655,7.3,226.7
"18119","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",2,2020,1330,7.3,182.2
"18120","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",3,2020,1330,7.3,182.2
"18121","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2020,248,8.6,28.8
"18122","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2020,832,7.2,115.6
"18123","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",7,2020,1082,6.7,161.5
"18124","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2020,1286,6.8,189.1
"18125","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",9,2020,1130,6.8,166.2
"18126","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",10,2020,1008,6.8,148.2
"18127","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",11,2020,1388,6.9,201.2
"18128","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",12,2020,1457,7,208.1
"18129","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2021,1303,7.2,181
"18130","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",9,2021,1160,7.1,163.4
"18131","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",12,2021,1450,7.3,198.6
"18132","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",1,2022,1104,7.3,151.2
"18133","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",2,2022,775,7.3,106.2
"18134","78d7163a","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",11,2022,678,6.9,98.3
"18135","5c9051ce","Nissan Leaf (24 kWh) 2011-2012","Manawatu","Summer",2,2019,142,5.1,27.8
"18136","5c9051ce","Nissan Leaf (24 kWh) 2011-2012","Manawatu","Autumn",3,2019,208,5.1,40.8
"18137","5c9051ce","Nissan Leaf (24 kWh) 2011-2012","Manawatu","Autumn",4,2019,76,5.1,14.9
